longitude,latitude,treeid,botanic,common,yearinv,dbh
-76.482459,42.446611,781,Malus species,Crabapple Species,2019,10.5
-76.482417,42.446738,783,Abies concolor,White Fir,2019,11.5
-76.482508,42.446677,786,Pinus aristata,Bristlecone Pine,2019,2
-76.482493,42.446700,787,Cornus kousa,Kousa Dogwood,2019,2
-76.482515,42.446857,788,Gleditsia triacanthos,Honeylocust,2019,17
-76.482360,42.446865,789,Gleditsia triacanthos,Honeylocust,2019,16
-76.482328,42.446731,790,Betula nigra,River Birch,2019,16
-76.482290,42.446818,791,Amelanchier species,Serviceberry,2019,12
-76.482119,42.446812,792,Amelanchier species,Serviceberry,2019,12
-76.482139,42.446743,793,Amelanchier species,Serviceberry,2019,12
-76.482002,42.446745,794,Amelanchier species,Serviceberry,2019,12
-76.481994,42.446812,795,Amelanchier species,Serviceberry,2019,12
-76.482093,42.446877,796,Gleditsia triacanthos,Honeylocust,2019,13.5
-76.481963,42.446884,797,Gleditsia triacanthos,Honeylocust,2019,14
-76.481841,42.446886,798,Gleditsia triacanthos,Honeylocust,2019,15.5
-76.481847,42.446837,799,Gleditsia triacanthos,Honeylocust,2019,11
-76.481932,42.446811,800,Gleditsia triacanthos,Honeylocust,2019,11
-76.481718,42.446882,802,Gleditsia triacanthos,Honeylocust,2019,3.5
-76.481713,42.446843,803,Gleditsia triacanthos,Honeylocust,2019,4
-76.481685,42.446624,807,Prunus serrulata,Kwanzan Cherry,2019,12.5
-76.481928,42.446304,808,Picea abies,Norway Spruce,2019,14.5
-76.481762,42.446298,811,Prunus serrulata,Kwanzan Cherry,2019,11
-76.481908,42.445957,816,Cercis canadensis,Eastern Redbud,2019,9
-76.481905,42.445917,817,Cercis canadensis,Eastern Redbud,2019,6.5
-76.482010,42.445036,824,Pseudotsuga menziesii,Douglas Fir,2022,27
-76.481866,42.445072,825,Pseudotsuga menziesii,Douglas Fir,2022,33
-76.481676,42.445015,827,Platanus x acerifolia,London Planetree,2019,6.5
-76.481669,42.444937,828,Platanus x acerifolia,London Planetree,2019,11.5
-76.482058,42.444837,835,Cornus florida,Flowering Dogwood,2019,3
-76.482072,42.444749,836,Metasequoia glyptostroboides,Dawn Redwood,2019,8
-76.482003,42.444767,838,Metasequoia glyptostroboides,Dawn Redwood,2019,7
-76.481880,42.444705,839,Metasequoia glyptostroboides,Dawn Redwood,2019,7
-76.481841,42.444717,840,Metasequoia glyptostroboides,Dawn Redwood,2019,10.5
-76.481795,42.444707,841,Metasequoia glyptostroboides,Dawn Redwood,2019,12
-76.481799,42.444779,842,Metasequoia glyptostroboides,Dawn Redwood,2019,4.5
-76.481628,42.444681,843,Platanus x acerifolia,London Planetree,2019,5.5
-76.481616,42.444519,844,Platanus x acerifolia,London Planetree,2019,6.5
-76.481930,42.444495,845,Cornus florida,Flowering Dogwood,2019,11
-76.481868,42.444496,846,Cornus florida,Flowering Dogwood,2019,4.5
-76.481811,42.444497,847,Cornus florida,Flowering Dogwood,2019,4.5
-76.481761,42.444497,848,Cornus florida,Flowering Dogwood,2019,4.5
-76.481592,42.444315,850,Platanus x acerifolia,London Planetree,2019,7
-76.481587,42.444229,851,Platanus x acerifolia,London Planetree,2019,8.5
-76.482049,42.444195,874,Acer rubrum,Red Maple,2019,6.5
-76.482566,42.444287,884,Amelanchier species,Serviceberry,2019,3
-76.482654,42.444289,885,Amelanchier species,Serviceberry,2019,2.5
-76.482692,42.444289,886,Amelanchier species,Serviceberry,2019,2
-76.482734,42.444289,887,Amelanchier species,Serviceberry,2019,2
-76.482791,42.444288,889,Amelanchier species,Serviceberry,2019,2.5
-76.482789,42.444316,890,Amelanchier species,Serviceberry,2019,2.5
-76.482831,42.444316,891,Amelanchier species,Serviceberry,2019,2.5
-76.482834,42.444340,892,Amelanchier species,Serviceberry,2019,3
-76.482839,42.444374,893,Amelanchier species,Serviceberry,2019,2.5
-76.483037,42.444135,896,Quercus alba,White Oak,2019,54.5
-76.482906,42.444193,899,Cornus kousa,Kousa Dogwood,2019,7
-76.483022,42.444345,900,Fraxinus pennsylvanica,Green Ash,2019,13.5
-76.483032,42.444416,901,Amelanchier species,Serviceberry,2019,6.5
-76.483037,42.444459,902,Fraxinus pennsylvanica,Green Ash,2019,14.5
-76.483040,42.444514,903,Cercis canadensis,Eastern Redbud,2019,13
-76.483078,42.444542,904,Cercis canadensis,Eastern Redbud,2019,12.5
-76.483029,42.444576,905,Nyssa sylvatica,Black Tupelo,2019,6.5
-76.483094,42.444595,906,Amelanchier species,Serviceberry,2019,9
-76.483091,42.444657,907,Quercus palustris,Pin Oak,2019,14
-76.483167,42.444696,908,Cercis canadensis,Eastern Redbud,2019,12.5
-76.483116,42.444721,909,Acer rubrum,Red Maple,2019,10
-76.482953,42.444642,910,Quercus bicolor,Swamp White Oak,2019,10.5
-76.482960,42.444707,911,Acer saccharum,Sugar Maple,2019,9
-76.483048,42.444786,912,Fraxinus pennsylvanica,Green Ash,2019,10.5
-76.483000,42.444829,913,Cercis canadensis,Eastern Redbud,2019,9
-76.483135,42.444921,914,Cercis canadensis,Eastern Redbud,2019,7
-76.483196,42.444887,915,Acer x freemanii,Freeman Maple,2019,12
-76.483220,42.444924,916,Amelanchier species,Serviceberry,2019,8.5
-76.483300,42.444927,917,Quercus bicolor,Swamp White Oak,2019,11
-76.483278,42.444791,918,Amelanchier species,Serviceberry,2019,13
-76.483292,42.444831,919,Quercus palustris,Pin Oak,2019,15
-76.483349,42.444857,920,Cornus florida,Flowering Dogwood,2019,3
-76.483400,42.444881,921,Acer rubrum,Red Maple,2019,7.5
-76.483063,42.445048,923,Quercus rubra,Northern Red Oak,2022,19
-76.483166,42.445047,924,Quercus rubra,Northern Red Oak,2022,24
-76.483291,42.445048,925,Quercus rubra,Northern Red Oak,2022,23
-76.483446,42.445043,926,Quercus rubra,Northern Red Oak,2022,22
-76.483562,42.445043,927,Quercus rubra,Northern Red Oak,2022,27
-76.483772,42.445045,928,Malus species,Crabapple Species,2019,4.5
-76.483827,42.445005,929,Quercus rubra,Northern Red Oak,2019,28.5
-76.483768,42.444901,930,Cercis canadensis,Eastern Redbud,2019,27
-76.483815,42.444723,931,Quercus rubra,Northern Red Oak,2019,31
-76.483907,42.444581,933,Broadleaf Deciduous Other,Broadleaf Deciduous Other,2019,2
-76.483910,42.444520,934,Abies concolor,White Fir,2019,14.5
-76.484177,42.444524,939,Pinus resinosa,Red Pine,2019,13
-76.484180,42.444626,940,Acer saccharum,Sugar Maple,2019,30
-76.484404,42.444610,941,Platanus x acerifolia,London Planetree,2019,28.5
-76.484398,42.444526,942,Platanus x acerifolia,London Planetree,2019,28
-76.484395,42.444441,943,Platanus x acerifolia,London Planetree,2019,23
-76.484396,42.444363,944,Platanus x acerifolia,London Planetree,2019,31.5
-76.484392,42.444270,945,Platanus occidentalis,American Sycamore,2019,29
-76.484554,42.444467,946,Cornus alternifolia,Pagoda Dogwood,2019,10
-76.484543,42.444260,947,Cornus florida,Flowering Dogwood,2019,9
-76.484554,42.444160,948,Acer tataricum ssp. ginnala,Amur Maple,2019,12.5
-76.484432,42.444161,951,Cercis canadensis,Eastern Redbud,2019,7.5
-76.484375,42.444161,952,Cercis canadensis,Eastern Redbud,2019,6.5
-76.484394,42.444099,953,Cercis canadensis,Eastern Redbud,2019,6
-76.483817,42.444078,960,Cornus florida,Flowering Dogwood,2019,4
-76.483751,42.444195,961,Fraxinus pennsylvanica,Green Ash,2019,9.5
-76.483567,42.444202,962,Fraxinus pennsylvanica,Green Ash,2019,10.5
-76.483357,42.444203,963,Fraxinus pennsylvanica,Green Ash,2019,11.5
-76.483474,42.444094,964,Cornus florida,Flowering Dogwood,2019,4
-76.483451,42.444101,965,Cornus florida,Flowering Dogwood,2019,5
-76.483067,42.445210,973,Quercus rubra,Northern Red Oak,2022,18
-76.482849,42.445347,976,Fagus sylvatica,European Beech,2019,30
-76.482829,42.445470,977,Picea omorika,Serbian Spruce,2019,6.5
-76.482867,42.445517,978,Picea omorika,Serbian Spruce,2019,4.5
-76.482814,42.445528,979,Picea omorika,Serbian Spruce,2019,5
-76.483051,42.445442,981,Pinus nigra,Austrian Pine,2019,28.5
-76.483073,42.445351,982,Metasequoia glyptostroboides,Dawn Redwood,2019,36.5
-76.483096,42.445574,983,Fraxinus pennsylvanica,Green Ash,2019,12
-76.483831,42.445627,993,Ulmus carpinifolia,Smoothleaf Elm,2019,20
-76.483828,42.445744,994,Ulmus carpinifolia,Smoothleaf Elm,2019,20
-76.483829,42.445850,995,Ulmus carpinifolia,Smoothleaf Elm,2019,21
-76.483831,42.445941,996,Quercus rubra,Northern Red Oak,2019,13
-76.483835,42.446051,997,Quercus rubra,Northern Red Oak,2019,13
-76.483834,42.446152,998,Quercus rubra,Northern Red Oak,2019,13
-76.483915,42.446179,999,Quercus rubra,Northern Red Oak,2019,13
-76.483918,42.446268,1000,Quercus rubra,Northern Red Oak,2019,13
-76.483734,42.446569,1005,Magnolia x soulangiana,Saucer Magnolia,2019,9.5
-76.483804,42.446881,1006,Picea omorika,Serbian Spruce,2019,8.5
-76.483856,42.446902,1007,Picea omorika,Serbian Spruce,2019,9.5
-76.483907,42.446931,1008,Picea omorika,Serbian Spruce,2019,9
-76.483905,42.446968,1009,Picea omorika,Serbian Spruce,2019,12.5
-76.483859,42.446960,1010,Picea omorika,Serbian Spruce,2019,7.5
-76.483769,42.446909,1012,Picea omorika,Serbian Spruce,2019,8
-76.483745,42.447072,1014,Liquidambar styraciflua,Sweetgum,2019,16.5
-76.483836,42.447234,1015,Liquidambar styraciflua,Sweetgum,2019,23
-76.483762,42.447356,1016,Liquidambar styraciflua,Sweetgum,2019,15
-76.483863,42.447424,1017,Magnolia x soulangiana,Saucer Magnolia,2019,11
-76.483901,42.447452,1018,Magnolia x soulangiana,Saucer Magnolia,2019,7
-76.483935,42.447419,1019,Magnolia x soulangiana,Saucer Magnolia,2019,8.5
-76.484043,42.447444,1020,Quercus rubra,Northern Red Oak,2019,24
-76.483257,42.447429,1022,Acer x freemanii,Freeman Maple,2019,10
-76.483356,42.447426,1023,Acer x freemanii,Freeman Maple,2019,9.5
-76.483453,42.447423,1024,Acer x freemanii,Freeman Maple,2019,11
-76.483619,42.447285,1026,Cornus florida,Flowering Dogwood,2019,6
-76.483637,42.447245,1027,Amelanchier species,Serviceberry,2019,7
-76.483631,42.447114,1029,Amelanchier species,Serviceberry,2019,5
-76.483626,42.447055,1030,Amelanchier species,Serviceberry,2019,6.5
-76.483596,42.447034,1031,Cornus florida,Flowering Dogwood,2019,5
-76.483599,42.446956,1032,Amelanchier species,Serviceberry,2019,7.5
-76.486929,42.449550,1033,Carya species,Hickory Species,2019,16.5
-76.487121,42.449392,1034,Juglans cinerea,Butternut,2019,25.5
-76.487190,42.449353,1035,Quercus rubra,Northern Red Oak,2019,26
-76.487232,42.449685,1036,Ginkgo biloba,Ginkgo,2019,24
-76.487058,42.449684,1037,Quercus coccinea,Scarlet Oak,2019,26.5
-76.486921,42.449709,1038,Aesculus hippocastanum,Common Horsechestnut,2019,29
-76.486762,42.449239,1040,Carya species,Hickory Species,2019,49.5
-76.486488,42.449242,1041,Carya species,Hickory Species,2019,86
-76.487374,42.448881,1042,Picea abies,Norway Spruce,2019,22.5
-76.487231,42.448785,1043,Aesculus hippocastanum,Common Horsechestnut,2019,32
-76.486664,42.448832,1044,Carya ovata,Shagbark Hickory,2019,28
-76.486363,42.448900,1045,Quercus palustris,Pin Oak,2019,20.5
-76.486576,42.448898,1046,Carya ovata,Shagbark Hickory,2019,30.5
-76.486694,42.448951,1047,Carya species,Hickory Species,2019,13
-76.487403,42.448209,1048,Ginkgo biloba,Ginkgo,2019,10
-76.486508,42.447273,1050,Gymnocladus dioicus,Kentucky Coffeetree,2019,21.5
-76.487000,42.447192,1052,Fraxinus pennsylvanica,Green Ash,2019,27
-76.487278,42.447052,1053,Acer platanoides,Norway Maple,2019,18.5
-76.486202,42.446810,1060,Gleditsia triacanthos,Honeylocust,2019,15
-76.486277,42.446708,1062,Quercus palustris,Pin Oak,2019,30.5
-76.486286,42.446527,1063,Quercus rubra,Northern Red Oak,2019,25
-76.486792,42.446539,1064,Quercus alba,White Oak,2019,60
-76.486441,42.446463,1065,Quercus rubra,Northern Red Oak,2019,29.5
-76.486295,42.446347,1066,Quercus velutina,Black Oak,2019,24
-76.486275,42.446220,1067,Nyssa sylvatica,Black Tupelo,2019,7.5
-76.486168,42.446229,1068,Aesculus x carnea,Red Horsechestnut,2019,15.5
-76.486237,42.446115,1069,Quercus rubra,Northern Red Oak,2019,27
-76.486192,42.445985,1070,Quercus rubra,Northern Red Oak,2019,22
-76.485257,42.445378,1079,Quercus palustris,Pin Oak,2019,17
-76.485354,42.445312,1080,Quercus rubra,Northern Red Oak,2019,19.5
-76.485227,42.445289,1081,Quercus palustris,Pin Oak,2019,17.5
-76.485207,42.445957,1083,Carya cordiformis,Bitternut Hickory,2019,27.5
-76.485092,42.446061,1084,Platanus x acerifolia,London Planetree,2019,8.5
-76.485096,42.446009,1085,Platanus x acerifolia,London Planetree,2019,8.5
-76.485094,42.445914,1086,Platanus x acerifolia,London Planetree,2019,9
-76.485092,42.445867,1087,Platanus x acerifolia,London Planetree,2019,8
-76.485092,42.445784,1088,Platanus x acerifolia,London Planetree,2019,8
-76.485093,42.445735,1089,Platanus x acerifolia,London Planetree,2019,8.5
-76.485093,42.445652,1090,Platanus x acerifolia,London Planetree,2019,9
-76.485094,42.445604,1091,Platanus x acerifolia,London Planetree,2019,7.5
-76.485094,42.445507,1092,Platanus x acerifolia,London Planetree,2019,10
-76.485094,42.445460,1093,Platanus x acerifolia,London Planetree,2019,11.5
-76.485011,42.445460,1094,Platanus x acerifolia,London Planetree,2019,14.5
-76.485010,42.445509,1095,Platanus x acerifolia,London Planetree,2019,14
-76.485009,42.445603,1096,Platanus x acerifolia,London Planetree,2019,7
-76.485006,42.445652,1097,Platanus x acerifolia,London Planetree,2019,11
-76.485005,42.445733,1098,Platanus x acerifolia,London Planetree,2019,8.5
-76.485008,42.445783,1099,Platanus x acerifolia,London Planetree,2019,9.5
-76.485006,42.445865,1100,Platanus x acerifolia,London Planetree,2019,7.5
-76.485005,42.445914,1101,Platanus x acerifolia,London Planetree,2019,9.5
-76.485007,42.446008,1102,Platanus x acerifolia,London Planetree,2019,9.5
-76.485008,42.446058,1103,Platanus x acerifolia,London Planetree,2019,10
-76.487498,42.449264,1104,Malus species,Crabapple Species,2019,31
-76.487382,42.449422,1106,Abies balsamea,Balsam Fir,2019,10
-76.484057,42.445598,1108,Prunus serrulata,Kwanzan Cherry,2019,12
-76.484333,42.445714,1109,Cornus kousa,Kousa Dogwood,2019,11
-76.485446,42.446227,1112,Thuja occidentalis,Northern White Cedar,2019,4.5
-76.485428,42.446227,1113,Thuja occidentalis,Northern White Cedar,2019,5
-76.484972,42.447697,1114,Magnolia x soulangiana,Saucer Magnolia,2019,17
-76.484975,42.447740,1115,Magnolia x soulangiana,Saucer Magnolia,2019,12.5
-76.484981,42.447777,1116,Magnolia x soulangiana,Saucer Magnolia,2019,8.5
-76.484982,42.447822,1117,Magnolia x soulangiana,Saucer Magnolia,2019,17
-76.485018,42.447943,1118,Magnolia x soulangiana,Saucer Magnolia,2019,23.5
-76.485196,42.447996,1119,Quercus rubra,Northern Red Oak,2019,37.5
-76.485148,42.448074,1120,Aesculus hippocastanum,Common Horsechestnut,2019,20
-76.485208,42.448185,1121,Fagus grandifolia,American Beech,2019,18
-76.485342,42.448200,1122,Aesculus glabra,Ohio Buckeye,2019,23
-76.485192,42.448340,1124,Cercis canadensis,Eastern Redbud,2019,9.5
-76.485156,42.448449,1126,Cercis canadensis,Eastern Redbud,2019,6.5
-76.485232,42.449643,1136,Cercis canadensis,Eastern Redbud,2019,8
-76.485264,42.449774,1138,Ulmus parvifolia,Chinese Elm,2019,14
-76.485385,42.449764,1139,Cornus florida,Flowering Dogwood,2019,3
-76.485432,42.449781,1140,Cornus florida,Flowering Dogwood,2019,3
-76.485487,42.449759,1141,Cornus florida,Flowering Dogwood,2019,3
-76.485624,42.449764,1143,Quercus rubra,Northern Red Oak,2019,20
-76.485583,42.450023,1144,Quercus rubra,Northern Red Oak,2019,26.5
-76.485583,42.450158,1145,Quercus rubra,Northern Red Oak,2019,28
-76.485593,42.450323,1146,Quercus rubra,Northern Red Oak,2019,34
-76.485616,42.450457,1147,Quercus rubra,Northern Red Oak,2019,29.5
-76.485537,42.450549,1148,Acer rubrum,Red Maple,2019,8
-76.485641,42.450587,1149,Liquidambar styraciflua,Sweetgum,2019,5.5
-76.485335,42.449962,1151,Fraxinus pennsylvanica,Green Ash,2019,7
-76.485306,42.449903,1152,Fraxinus pennsylvanica,Green Ash,2019,8
-76.485237,42.449949,1153,Carya ovata,Shagbark Hickory,2019,7.5
-76.485234,42.450018,1155,Cercis canadensis,Eastern Redbud,2019,7.5
-76.485255,42.450137,1156,Magnolia x soulangiana,Saucer Magnolia,2019,10
-76.485253,42.450181,1157,Cornus kousa,Kousa Dogwood,2019,4
-76.485263,42.450333,1158,Cornus kousa,Kousa Dogwood,2019,4
-76.485266,42.450372,1159,Magnolia x soulangiana,Saucer Magnolia,2019,11
-76.485266,42.450548,1161,Liquidambar styraciflua,Sweetgum,2019,21.5
-76.485287,42.450651,1162,Quercus velutina,Black Oak,2019,22.5
-76.485392,42.450722,1163,Nyssa sylvatica,Black Tupelo,2019,5
-76.485090,42.450464,1166,Liquidambar styraciflua,Sweetgum,2019,25
-76.485132,42.450629,1167,Cercidiphyllum japonicum,Katsura Tree,2019,35
-76.485100,42.450691,1168,Quercus rubra,Northern Red Oak,2019,25
-76.484916,42.450611,1169,Quercus coccinea,Scarlet Oak,2019,34.5
-76.484717,42.450710,1170,Quercus rubra,Northern Red Oak,2019,26
-76.485006,42.450808,1171,Quercus rubra,Northern Red Oak,2019,30
-76.484957,42.450795,1172,Ulmus parvifolia,Chinese Elm,2019,11
-76.484944,42.450889,1173,Ulmus parvifolia,Chinese Elm,2019,10
-76.485066,42.450997,1174,Ginkgo biloba,Ginkgo,2019,16
-76.484759,42.450966,1175,Larix laricina,Tamarack,2019,12.5
-76.484864,42.451017,1176,Ulmus parvifolia,Chinese Elm,2019,14
-76.484849,42.450967,1177,Ulmus parvifolia,Chinese Elm,2019,10.5
-76.484496,42.450715,1178,Quercus rubra,Northern Red Oak,2019,34.5
-76.484272,42.450716,1179,Quercus rubra,Northern Red Oak,2019,35.5
-76.483901,42.450732,1180,Quercus rubra,Northern Red Oak,2019,26.5
-76.483677,42.450738,1181,Quercus rubra,Northern Red Oak,2019,28
-76.483744,42.450640,1182,Fagus sylvatica,European Beech,2019,24.5
-76.483649,42.450593,1183,Acer rubrum,Red Maple,2019,5
-76.483626,42.450536,1184,Pinus strobus,Eastern White Pine,2019,12.5
-76.483603,42.450496,1185,Pinus strobus,Eastern White Pine,2019,9.5
-76.483671,42.450484,1187,Pinus strobus,Eastern White Pine,2019,13
-76.483754,42.450487,1188,Ginkgo biloba,Ginkgo,2019,20
-76.483884,42.450391,1189,Zelkova serrata,Japanese Zelkova,2019,27
-76.484101,42.450354,1190,Quercus rubra,Northern Red Oak,2019,18.5
-76.484371,42.450346,1191,Quercus alba,White Oak,2019,13
-76.484778,42.450336,1192,Quercus rubra,Northern Red Oak,2019,30
-76.484926,42.450433,1193,Quercus velutina,Black Oak,2019,29
-76.484958,42.450305,1194,Quercus imbricaria,Shingle Oak,2019,25.5
-76.485124,42.450182,1195,Tilia cordata,Littleleaf Linden,2019,28.5
-76.484952,42.449969,1196,Quercus rubra,Northern Red Oak,2019,29.5
-76.485093,42.449916,1197,Acer saccharum,Sugar Maple,2019,17.5
-76.485021,42.449735,1198,Quercus velutina,Black Oak,2019,33
-76.484993,42.449571,1199,Quercus imbricaria,Shingle Oak,2019,32.5
-76.484978,42.449334,1200,Acer saccharum,Sugar Maple,2019,21
-76.484940,42.449183,1201,Fagus grandifolia,American Beech,2019,17.5
-76.484721,42.448937,1203,Quercus rubra,Northern Red Oak,2019,33
-76.484558,42.448665,1204,Quercus robur,English Oak,2019,36
-76.484980,42.448916,1205,Quercus rubra,Northern Red Oak,2019,39
-76.484969,42.448768,1206,Quercus rubra,Northern Red Oak,2019,47
-76.484964,42.448538,1207,Quercus velutina,Black Oak,2019,26.5
-76.484776,42.448349,1208,Quercus rubra,Northern Red Oak,2019,26
-76.484986,42.448256,1209,Ginkgo biloba,Ginkgo,2019,15
-76.484759,42.448065,1210,Prunus serrulata,Kwanzan Cherry,2019,11
-76.484707,42.448103,1211,Prunus serrulata,Kwanzan Cherry,2019,10.5
-76.484653,42.448125,1212,Prunus serrulata,Kwanzan Cherry,2019,12
-76.484004,42.448347,1215,Quercus velutina,Black Oak,2019,39
-76.483700,42.448720,1226,Cercis canadensis,Eastern Redbud,2019,11
-76.483686,42.448786,1228,Magnolia species,Magnolia Species,2019,16.5
-76.483697,42.448878,1229,Syringa reticulata,Japanese Tree Lilac,2019,14
-76.483695,42.448816,1230,Syringa reticulata,Japanese Tree Lilac,2019,16.5
-76.483668,42.448853,1231,Syringa reticulata,Japanese Tree Lilac,2019,21.5
-76.483975,42.449415,1238,Quercus rubra,Northern Red Oak,2019,30
-76.484213,42.449451,1239,Quercus robur,English Oak,2019,32
-76.484136,42.449555,1240,Quercus rubra,Northern Red Oak,2019,22
-76.484031,42.449721,1241,Quercus rubra,Northern Red Oak,2019,11
-76.484414,42.449713,1243,Quercus palustris,Pin Oak,2019,24
-76.484221,42.449801,1245,Quercus montana,Chestnut Oak,2019,20.5
-76.484009,42.449888,1246,Quercus rubra,Northern Red Oak,2019,34.5
-76.484155,42.449884,1247,Quercus alba,White Oak,2019,52
